text,relevance,label
the transmission and distribution project is a sector investment project that includes a time slice of cfes investment program in transmission distribution and thermal plant renovation the project is composed of four basic components a transmission and substation program aimed at expanding and improving installations rated kv to kv a distribution program that will expand and improve the distribution grid a program to renovate thermoelectric power plants to improve thermal efficiency and availability of cfes main plants and environmental and pollution control studies related to the above components transmission and distribution project transmission and distribution project,1,Energy-efficiency
the expected impact of the project will be improved ecosystem health and services in the coastal wetlands in yancheng the expected outcome will be increased capacity to manage and protect the wetland ecosystems in yancheng the project will adopt an inte jiangsu yancheng wetlands protection project jiangsu yancheng wetlands protection project,1,Nature_conservation
the project is designed to help reduce coal and waterconsumption for power generation promote renewableand nuclear energyuse reduce air pollutants byadopting international best practices regulationspolicies and technologies from other countri power grid power grid,1,Renewables-multiple
instalación de células fotovoltaicas en zonas rurales installing photovoltaic cells in rural areas installing photovoltaic cells in rural areas,1,Solar-energy
the agricultural estates project involves i the planting or replanting and bringing to maturity of substantial areas of rubber and oil palm ii the bringing to maturity of similar areas of immature rubber and oil palm planted prior to iii the rehabilitation by a fertilizer program of large existing areas of mature rubber and mature oil palm provision has also been included for the corresponding rehabilitation and development of palm oil processing mills and rubber processing factories for estate transportation vehicles for machinery for land clearing and estate road maintenance and for the construction and equipment of workshops technical assistance will be provided for management of a joint marketing office plant breeding programs and a development survey of governmentowned estates covering other pnps in atjeh and north sumatra and rubber producing estates elsewhere also for a feasibility study for rehabilitating and developing the smallholder rubber sector in atjeh and north sumatra agricultural estates project agricultural estates project,0,None
the project will i construct kilometers km of kilovolt kv transmission lines with associated kv substations and erect about km of new kv medium and lowvoltage distribution lines to expand access to grid electricity to consumers in western vientiane xaignabouli and phongsali provinces of the lao pdr ii provide nointerest credit to poor households in the project areas to help them connect to the distribution grid and iii provide consulting servicesincluding a project implementation consultant to electricite du laos edl and advisory services to the ministry of energy and mines mem the construction of the transmission and distribution facilities comprises three modules the asian development bank adb will finance module and korea eximbank will finance modules and module consists of i approximately kilometers single circuit on double circuit towers transmission line from paklay to nonhai ii a mega volt ampere mva new substation in paklay iii the extension of an existing substation in nonhai and iv the extension of an existing substation in xayaburymodule consists of i approximately kilometers single circuit on double circuit towers transmission line from paklay to xayabury ii approximately kilometers single circuit on single circuit tower kv transmission line from paklay to the laothai border near kenthao for connection with the thali substation located in the territory of thailand iii approximately km kv feeders from the paklay substation km kv feeders from the nonhai substation and km kv feeders from the xayabury substation all for related medium and low voltage distribution and iv necessary connection from the xayabury substation to households from the nonhai substation to households and from the xayabury substation to households andmodule consists of i approximately km single circuit on double circuit towers transmission line from namo to boun neua ii a mega volt ampere new substation transformer feeder in boun neua iii a new kv switching station in namo iv approximately km kv feeders from the boun neua substation for related medium and low voltage distribution and v necessary connection from the boun neua substation to householdsthe consulting services will be financed by adb greater mekong subregion northern power transmission project greater mekong subregion northern power transmission project,0,None
the recipient will provide technical support to mtca funded projects in equatorial guinea gabon republic of congo ivory coast sao tome and principe as well as conduct conservation programs and research in corisco bay as described in the proposal and conduct hawksbill and olive ridely genetics research focused on the gulf of guinea the usfws and grantee will consult on priorities for project field visits marine turtle conservation fund marine turtle conservation fund,1,Biodiversity
the greater berbaksembilang integrated coastal wetlands conservation project the greater berbaksembilang integrated coastal wetlands conservation project,1,Nature_conservation
utilization of solar energy at aro health center for water heating and cultivation solar energy fablab solar energy,1,Solar-energy
the project aims at enhancing the technical capacity of the nuclear regulatory agencies responsible for managing sealed radioactive sources management of sealed radioactive sources including radioactive lightning rods regulatory assistance part management of sealed radioactive sources including radioactive lightning rods regulatory assistance part,0,None
construction of a power plant geothermal development acceleration program tulehu geothermal power plant projectes geothermal development acceleration program tulehu geothermal power plant projectes,1,Geothermal-energy
the objective of the national agricultural services project is to improve nationwide agricultural productivity and production incomes of farmers and food security the project comprises the following components a institutional capacity building in the ministry of agriculture livestock and forestry maef to support the agricultural policy coordination office to carry out priority studies rehabilitate office space and implement a pilot operation to encourage maef employees to become private entrepreneurs b agricultural extension c agricultural research and d livestock and animal health including increased vaccination coverage and improvements in animal production systems and livestock infrastructure debt relief for previously extended loan fornational agricultural services project debt relief for previously extended loan fornational agricultural services project,0,None
support for the establishment of an environmental observatory of the niger river basin establishment of the envirmt observatory establishment of the envirmt observatory,1,Other-environment-protection-projects
purchase and delivery of ten different recycling equipment for hebron district procurement of solid waste equipment lot recycling equipment procurement of solid waste equipment lot recycling equipment,0,None
the objective of the petroleum environment capacity enhancement project in cameroon is to ensure a national capacity in regards to environmental and monitoring practices for the implementation of the petroleum development and pipeline project which involves construction and operation of an oil export pipeline in the border with chad the components will enable the establishment of a regulatory framework in compliance with the national environment management plan to support the enforcement of the environmental law the component will develop a longterm vision for the environmental management of the petroleum sector studies will assess institutional capacity and provide adequate alternatives for the sector strengthen the technical coordination of field interventions health biophysical and socioeconomic impact management liaison with sponsors will be ensured and training will be provided to institutional staff in coordination with counterparts in chad to maximize synergies support implementation of the environmental management plan and the improvement of skills responsiveness to oil spills and capacity building within the decentralized services of the cameroon authority and monitor and evaluate project management through an international advisory panel who will compile information on performance indicators and evaluate activities under sound environmental management cameroon petroleum environment capacity enhancement capece cameroon petroleum environment capacity enhancement capece,1,Other-environment-protection-projects
achieve uruguayan national energy policy goals for reducing energy consumption in tertiary sector buildings energy efficiency benchmarking system energy efficiency benchmarking system,1,Energy-efficiency
west balkans drina river basin management west balkans drina river basin management,0,None
the project aims to ensure suitable electricity service at least cost and to modernize utes management to improve efficiency project objectives include a improving the reliability of meeting short to medium term electricity demand and b improving sector efficiency by improving utes managerial capability and reducing losses as part of utes investment program for the project will include the following components installation of a new thermal plant powered by two gas turbines of mw each including spare parts control house substation interconnection to the existing transmission system fuel pipeline and tanks improvements in the montevideo power distribution network consisting of rehabilitation of the medium and low voltage system to increase the reliability of service to customers as well as reduce the actual level of technical losses and implementation of an institutional development program idp consisting of i technical assistance for developing adequate procedures management training and software transfer through a corporate twinning arrangement ii purchasing and setting up equipment to support the above and iii a training program including the rehabilitation of utes training center for technicians and skilled workers power modernization project power modernization project,1,Energy-efficiency
improving power balance muara karang gas power plant project muara karang gas power plant project,0,None
increase the availability and use of proven lifesaving interventions that address the major killers of mothers and children and improve their health and nutrition status including effective maternity care and management of obstetric complications prevention services including newborn care routine immunization polio eradication safe water and hygiene and micronutrients improved maternal infant and young child feeding and treatment of lifethreatening childhood illnesses us government peace corps maternal and child health maternal and child health,0,None
improvement of the students living conditions through the improvement of the potable water supply in the beses ka baruka boarding school located in bembereke improvement of the students living conditions through the improvement of the potable water supply in the boarding water supply ka baruka located in bembereke improvement of living conditions of students through improving potable water supply in the residency beses ka baruka improvement of living conditions of students through improving drinking water supply in the residency beses ka baruka,0,None
conservation of wetland and coastal ecosystems in the mediterranean region conservation of wetland and coastal ecosystems in the mediterranean region,1,Nature_conservation
the javabali power sector restructuring and strengthening project for indonesia aims to improve the performance of the power sector on javabali by a supporting the state power company pln to implement its financial and corporate restructuring plan and to strengthen key elements of the javabali electricity supply system and b assisting the state gas company pgn to prepare the groundwork for restructuring its gas transmission and distribution operations there are five components to the project the project will support plns initiatives to a achieve greater utilization of existing generation capacity on javabali b improve the security of supply to the cities of cirebon and surabaya and c debottleneck local interconnections between bulk transmission and subtransmission the project will support plns initiatives to a provide a level of security commensurate with the existing and potential pln and pp geothermal generation capacity evacuated through the west java kv subtransmission network near bandung b improve security of supply to surabaya and c relieve multiple localized overloading and voltage problems at subtransmission level the project will support pln to implement a pilot rollout of the companys enterprise resource planning erp information system the project will also support plns restructuring programas well as its institutional strengthening initiativesthrough technical assistance the project will support pgns restructuring and institutional strengthening initiatives through technical assistance javabali power sector restructuring and strengthening project javabali power sector restructuring and strengthening project,0,None
the project includes a rehabilitation of the mw trisuli and devighat hydroelectric plants b reinforcementupgrading of the existing transmission and distribution system in the kathmandu valley including provisions for spares equipment and tools as well as construction of a kv interconnection with india to upgrade power exchange capabilities c provision of equipment for nepals electric authority headquarters offices a training centre and centrally located workshops d technical assistance to the ministry of industry to assist local industries in identifying energy conservation measures and finally e implementation of the marsyangdi catchment management pilot plan which comprises i soil conservation and sediment control ii upgrading of the dumrebesisahar road and lastly iii rural electrification in the marsyangdi valley technical assistance in the form of consulting services to assist the government of nepal and the nepal electric authority in implementation and training of nepalese staff is provided with each project component as well as to improve the effectiveness of neas management train higher level and support staff and improve billing power sector efficiency project power sector efficiency project,1,Hydro-energy
the project aims to promote clean and renewable energy wind power in a manner that takes into account the human rights centro colaboracion civica towards clean and fair energy centro colaboracion civica towards clean and fair energy,1,Wind-energy
collaborative project carbiocial carbon sequestration biodiversity and social structures in southern amazonia models and implementation of carbonoptimized land management strategies regional climate modelling subproject research to preserve and improve living conditions and sustainable land use in developing countries ia due to climate change land use and climate change land use and climate change,1,Other-mitigation-projects
the promotional loan shall be used to finance the buildin of espelectrostatic precipitators and other components to reduce the ghg emission and enhance efficiency of the coal power plant mouda ii ntpc emission reduction programme mouda ii ntpc emission reduction programme mouda ii,1,Other-mitigation-projects
implementing integrated water resource and wastewater management in atlantic and indian ocean sids implementing integrated water resource and wastewater management in atlantic and indian ocean sids,0,None
the project would be implemented over a threeyear development period fyfy and would include the drilling of four wells and the recompletion of an existing well the provision of the necessary gas gathering and conditioning facilities the construction of a gas transmission pipeline miles in length from bakhrabad to the city gate station in chittagong the construction of a gas distribution system supplying the major consumers in chittagong the construction of a gas spur line to the karnafuli paper mill and supplying industrial estates en route the provision of ancillary maintenance administration and communications facilities the provision of advisory services for project implementation and studies the provision of training and the provision of technical assistance and studies to assist in development of bangladeshs energy resources including a pilot project to test utilization of compressed natural gas cng as an automotive fuel the project would assist bangladesh in reducing its present overdependence on imported oil and petroleum products through the replacement of liquid hydrocarbons with indigenous natural gas and would make available the use of gas as a feedback for fertilizer production bakhrabad gas development project bakhrabad gas development project,0,None
biologically diverse ecosystems conserved in priority conservation zones environment biological diversity forest biodiversity the worlds environment protected for longterm sustainability biological diversity conserved biologically diverse ecosystems conserve in priority conservation zones biologically diverse ecosystems conserve in priority conservation zones,1,Biodiversity
this second integrated forestry project is divided into four parts first it supports new measures to protect and conserve rwandas remaining natural forests of the zairenile divide forestry project debt relief for previously extended loan forforestry project,1,Nature_conservation
conservation international has applied to the embassy of sweden in monrovia for funding of sek to carry out the blue ocean conference in liberia during the period march the intervention aims at improving the management and use of oceans in liberia by raising awareness of stakeholders such as fishermen consumers and decisionmakers on the issues impacting seas and oceans and to work across disciplines both with national and international actors to discuss possible actions that can be taken to improve management and sustainable development of marine resources conservation international will implement the conference together with the liberian governments agencies such as the liberian maritime authority lima the liberian environmental protection agency epa and the national fisheries and aquaculture authority of liberia nafaa niras and the embassy of sweden i monrovia will be part of the planning of the conference ocean conference ci liberia ci ocean conference liberia ocean conference ci liberia ci ocean conference liberia,1,Nature_conservation
albania bosnia and herzegovina croatia the former yugoslav republic of macedonia kosovo under unscr montenegro and serbia multisector aid assistance to enhance capabilities to developing regulations on naturally occuring radioactive materials norm and technological enhanced naturally occuring radioactive materials tenorm,0,None
the maharashtra petrochemical project will increase the domestic availability of polymers petrochemicals used in the manufacture of final plastic products in order to help satisfy the large growth in demand for plastic products expected in india it forms an integral part of the governments plans for optimal utilization of indias natural gas resources the project provides for the establishment of a gasbased petrochemical manufacturing facility near bombay the facility will consist of process plants for ethylene and polymer production it will also include facilities for power generation water supply feedstock supply road and rail transport fire and security systems and an employee township the project will also provide million to goi to help finance the import of polymers needed to develop the market in india prior to plant commissioning petrochemicals project petrochemicals project,0,None
the objective of the renewable energy development project for vietnam is to increase the supply of electricity to the national grid from renewable energy sources on a commercially environmentally and socially sustainable basis there are three components to the project the first component of the project is renewable energy investments there are two subcomponents to the component the first subcomponent of the project is credit to support renewable energy investments this subcomponent will provide a refinancing facility to participating commercial banks pbs for loans to eligible renewablebased projects not exceeding mw developed by private sponsors the second subcomponent of the project is technical assistance for investment implementation this subcomponent will provide technical assistance for application review monitoring the eligibility of pbs and developers project management by ministry of industry and trade moit and for building the capacity of pbs and developers to prepare appraise finance and implement renewablebased projects according to international best practices the second component of the project is regulatory development this component will provide technical assistance for developing the regulatory infrastructure and building the requisite capacities of moit the electricity regulatory authority of vietnam and other relevant government agencies for renewable energy development particularly for gridconnected electricity generation projects not exceeding mw the third component of the project is pipeline development this component will support activities to facilitate the development of further renewable energy projects contributing directly to building a pipeline of renewable energy projects vietnam renewable energy development project vietnam renewable energy development project,1,Renewables-multiple
petroleum and electricity supporting access to energy through importing petroleum products and electricity are vital to economic growth and foster petroleum and electricity supporting access to energy through importing petroleum products and electricity are vital to economic growth and foster the socio_economic conditions in mali,0,None
strengthening fisheries governance to protect freshwater and wetland biodiversity strengthening fisheries governance to protect freshwater and wetland biodiversity,1,Biodiversity
prepare the zoning of the project research and establishment of wildlife utilisation setting up training facilities korup national park mgmt support korup national park management support project,1,Biodiversity
dealing with a series of lectures and field trips relevant to the subject nuclear energy policy planning and project management iaea joint training nuclear energy policy planning and project management iaea joint training,0,None
improving the quality of life and increasing legal security in agrarian reform settlements in alagoas integrated rural development focussing land rights of small farmer families in agrarian reform settlements integrated rural development focussing land rights of small farmer families in agrarian reform settlements,0,None
development of an ethanol plant for biofuel purposes with co capture the key objective of this operation is to add value through the further processing of molasses itself a byproduct of the processing of sugar cane mauritius ethanol project mauritius ethanol project,1,Biofuel-energy
additional sectors expected impact longterm results reduced vulnerability of some nigerians to the adverse effects of climate change through increased food security and decreased land degradation in areas of northern nigeria impact risk drought tolerant varieties prove to be viable and perform well in the trial areas acceptability of maize as an important food source to replace less nutritious crops community and womens participation is assured expected outcomes mediumterm results local communities in the trial areas are more committed to testing and utilizingdroughtresistant maize varieties knowledge and awareness of adaptation strategies to the impact of climate change enhanced appropriate technology droughtresistant maize transferred and utilized for reduced vulnerability outcomes risk it is assumed that there will be sufficient interest and participation of local communities assumed that researchers are sensistive to local conditions and encourage local participation especially by women expected outputs shortterm results highyielding varieties with increased tolerance to drought and adapted to the northern guinea savanna are tested on farm maize varieties with high level of tolerance to drought are multiplied and distributed to farmers in nigeria community seed production schemes are initiated in the target areas farmers trained in the production of pure seed at the community level reduce vulnerability of some nigerians to the effects of climate change cccdf project with iita,1,Adaptation
installation of a wind turbine in the republic of belarus installation of a wind turbine in the republic of belarus installation of a wind turbine in the republic of belarus,1,Wind-energy
for the ecomobility alliance this grant will support icleilocal governments for sustainability to implement the ecomobilty alliance in key countries of the global south iclei is the leading global network of more than cities towns and regions committed to building a sustainable future their ecomobility alliance provides technical expertise and informationsharing opportunities on sustainable urban mobility for cities to reduce transport related carbon emissions energy consumption to improve air quality and increase mobility opportunities for all citizens the grant will support six cities in china africa and latin america iclei local governments for sustainability iclei local governments for sustainability,1,Other-mitigation-projects
the proposed operation will support two of the main pillars of the governments overall plan for the recovery of the electricity sector namely i upgrade of the transmission and distribution networks and ii operational turnaround of the société nationale delectricité du sénégal senelec the proposed operation will contribute to economic development by connecting new users some of whom with low income in rural areas it will as well enable to improve the quality and reliability of ele senegal electricity modernisation project senegal electricity modernisation project,0,None
conserve biodiversity and manage natural resources in ways that maintain their longterm viability and preserve their potential to meet the needs of present and future generations activities include combating illegal and corrupt exploitation of natural resources and the control of invasive species programs in this element should be integrated with the agriculture area under economic growth and conflict mitigation and reconciliation area under the peace and security objective when applicable a ngo non united states unknown natural resources and biodiversity natural resources and biodiversity,1,Biodiversity
the current proposal aims to provide support and technical assistance to the colombian government in particular the ministry of agriculture in the design and implementation of the national public policies on a land restitution and b a comprehensive approach for ensuring a sustainable return of victims of the national armed conflict both of these policies will be executed based on the guidelines legal frameworks and administrative and technical tools contained within proposed laws on land restitution and comprehensive attention to and reparations for victims the land reform proposal aims to return million hectares to farmers who were forced from their land by illegal armed groups it is being tabled along with a victims bill which aims to compensate around million colombians affected by the conflict the two bills are currently under review and will likely be approved by the colombian congress during the coming year a cooperation agreement signed by iom and colombias agricultural ministry in september this year has committed the organization to working with the government on land restitution for the next four years iom is providing technical assistance in the drafting of a national plan for land restitution the creation of a national land system formulating managing and executing the land law and on programs for formalizing rural land ownership and rural development the project is composed of two main lines of action which will address the two following specific problems problem scarce information for diagnostics and policy implementation guidelines on land restitutionthis activity will strengthen the implementation of the land restitution mechanisms identified in the chengue land restitution pilot project financed by usaid carried out in by the sincelejo regional office of the national commission for reparation and reconciliation cnrr and the international organization for migration iom gpsf financing would support this project activity in seven municipalities of the sucre portion of the montes de marãa region usaid is financing the same activity in the uraba and bolivar regions the main action is to identify possible new modes of land dispossession and to implement the required restitution mechanisms effectively building upon the initial activities initiated in the chengue land restitution pilot project this stage will include the documentation of additional cases of dispossession identified by the project team in addition the team will focus on identfying and implementing mechanisms applicable to the municipalities covered by this land restitution pilot project furthermore the implementation of the restitution mechanisms will include training advising and accompaniment for land dispossession victims regarding the documentation they require in order to obtain restitution andor formalization of their land tenure from this total number of beneficiaries the project will also facilit implementation of the national land resitution policy in colombia implementation of the national land resitution policy in colombia,0,None
the overall objective of the access to finance for small and medium enterprises is to support the development of armenias small and mediumscale rural businesses by improving the ability of farmers and rural entrepreneurs to access markets and by stimulating marketoriented private and public investments in rural areas the project consists of four components to be implemented over four years the major focus will be to support the continued development of commercial activities in the rural areas by improving market linkages product quality competitiveness and capacity of armenian rural entrepreneurs and producers the project will have a threetiered approach by addressing critical gaps at the farm level at the community level and at the rural business and agro processor level regarding investment financing the project provides resources for onlending to farmers and farmer groups agroprocessors and other agribusinesses through qualifying participating financial institutions pfis access to finance for small and medium enterprises access to finance for small and medium enterprises,0,None
the purpose of the mediterranean wetlands capacity building project is to build the capacity of civil society to dialogue with governments about improved wetlands management by encouraging the inclusion of civil society the project aims to reduce possible tensions and to ensure that the opinion of the people living off the wetland resources many of whom are the poorest of the poor is taken into account in wetlands management the southern and eastern mediterranean region is one of the most waterdeprived regions of the world annual water consumption outstrips renewable resources the wetlands forming part of these resources were destroyed over the past century because of a failure to recognize their importance and value many of the communities living near these wetlands are impoverished and are often left out of the decisionmaking and resource planning processes this is one of two components of the project valued at in total le but du projet de gestion efficace des zones humides méditerranéennes est de renforcer les capacités de la société civile à dialoguer avec les gouvernements pour une gestion plus efficace des zones humides en promouvant linclusion de la société civile le project vise à diminuer de possibles tensions et à assurer que lopinion des populations vivant des ressources des zones humides qui sont souvent les plus pauvres est pris en compte la région méditerranéenne du sud et de lest est lune des régions du monde la moins nantie en eau la consommation annuelle deau surpasse les ressources renouvelables les zones humides qui font partie de ces ressources ont été saccagées au cours du dernier siècle dû à un manque de reconnaissance de leur utilité et de leurs richesses les communautés pauvres représentent une partie importante des populations vivant près des zones humides et sont souvent à la marge des processus décisionnels et de la planification des ressources il sagit dun des deux volets de ce projet dune valeur totale de dollars mediterranean wetlands capacity building ii gestion efficace des zones humides méditerranéennes ii mediterranean wetlands capacity building ii gestion efficace des zones humides méditerranéennes ii,1,Nature_conservation
a highly decentralized approach to biodiversity protection and use the bangassou dense forest a highly decentralized approach to biodiversity protection and use the bangassou dense forest,1,Biodiversity
biogeochemistry and ecology of continental environments bioemco continental terrestrial and aquatic ecological systems through the association of concepts and tools from physics chemistry biology and ecology management of environmental problems and sustainable development strategies environmental science and sd training systems social dynamicspersonnel agronomic research agronomic research,1,Other-environment-protection-projects
this mw wind farm in the la ventosa region of the state of oaxaca mexico the project is being developed and owned by a special purpose limited liability company electrica del valle de mexico s de rl de cv evm at a project cost of approximately million evm is an affiliate of électricité de france edf the idb and ifc have joined forces to each consider providing up to the mexican peso mxp equivalent of million in senior debt to the project edfla ventosa wind project edfla ventosa wind project,1,Wind-energy
this project provides funds necessary for the operating expenses of the iucns african rhino specialists group which provides technical support for all african rhino range states and objective advice to nonrange states this funding will support the operating budget for the period july june including expenses of the scientific officer travel and operating costs of the chair vice chair and scientific officer in order to provide objective reliable and timely scientific information to the international community on african rhinos and to provide technical support for the development and longterm maintenance of viable populations of all subspecies of african black and white rhinos rhino tiger conservation fund rhino tiger conservation fund,0,None
afdb sector power afdb subsector power electricity iv electricity iv,0,None
installation of solar panels in the town of bamakosenegal which will generate and facilitate the extraction of water and the supply of electric light thus improving the hygienic and health conditions of the inhabitants of the popular and living biodore and favorite and favorite living sun,1,Solar-energy
bioenergy for food security bioenergy for food security bioenergy for food security,1,Biofuel-energy
infrastructure reform energy policy and admin management infrastructure reform,0,None
the agriculture services project aims to create an environment conducive for rural income growth by addressing key constraints faced by albanias emerging smallholder farmers in agricultural production trade and the functioning of land markets the project comprises five components the seed market development component will ensure farmer access to a full range of seed technology and to foster establishment and development of public and private seedrelated institutions suitable for market economies the land market development component will support the physical and institutional development of the immovable property registration system and a pilot land consolidation project the market development component will support a variety of measures essential for the establishment and promotion of functioning market channels marketing facilities and export opportunities the communitybased rural productivity and marketing improvement component will assist emerging smallholder farmers and other rural entrepreneurs to develop their businesses by improving their access to information and knowledge needed to improve productivity diversify production and add value to their products and by exploiting market opportunities this component will award small grants under a competitive grant program the project management component will establish a project management unit to implement various project activities agriculture services project agriculture services project,0,None
oudomsay province in north laos lec has got the capacity to be a reliable agent and partner in development work assist in leadership training for lec s staff explore the possibility for getting the installation of renewable energy in the concerned vi strengthening civil society lecnms partnership in rural development training capacitation,1,Renewables-multiple
this emergency project paper epp seeks the approval of the executive directors to provide a prearrears clearance grant to the republic of liberia for a health system reconstruction project in partnership with other donors the proposed project will contribute to a strengthening policy making and management functions of the ministry of health and social welfare and b providing critical inputs to sustain the function of essential health services this project aims to build on the banks current engagement in other sectors in liberia while addressing the needs that are most urgent for the health sector during a threeyear period in doing so the project takes into consideration the planned activities of other donors in the sector so as to avoid wasteful duplication in effort and scarce resources the project will build on work carried out by the ministry of health and social welfare mohsw and international partners in supporting implementation of the main pillars of the national health plan there are components to the project support systems which will support the operational capacity of mohsw to effectively manage the project by inter alia strengthening its management capacity and expanding its monitoring and evaluation mechanisms all through the provision of technical advisory services training and incremental operating costs human resources which will support hiring of clinical teachers including medical doctors nurses midwives and allied health workers for purposes of training and supervision of recipients clinical care staff and infrastructure and equipment which will support a rehabilitation of recipients essential medical facilities and medical teaching institutions including the maternal and child wards at the john f kennedy hospital and the am dogliotti college of medicine it will also support acquisition of basic medical supplies medical emergency equipment radiology and laboratory equipment communications equipment energy generating equipment internet connection equipment ambulances for mohsw clinics and health centers county hospitals and the john f kennedy hospital liberia health systems reconstruction liberia health systems reconstruction,0,None
the purpose of project is to promote fisheries management and marine conservation for sustainable fisheries with due consideration of ecosystem through support for strengthening regional fisheries management organizations rfmos and developing countries improved fisheries management for sustainable use of marine living resources in the face of changing systems improved fisheries management for sustainable use of marine living resources in the face of changing systems,1,Sustainable-land-use
esfisp oil pipeline rapid repair team kit phase through enterprise united states unknown esfisp oil pipeline rapid repair team kit esfisp oil pipeline rapid repair team kit phase,0,None
the triprovincial highway project for china a increases efficiency and safety of transport in highway priority corridors b provides improved access to targeted poor counties c promotes of institutional capacities in the areas of highway planning design supervision operation and maintenance of the highway network and d increases road transport safety there are four components the first constructs main highways expressways and rural roads to serve the poor counties of agricultural areas in three regions this component constructs civil works electrical and mechanical works including interchanges tolling stations service areas and management stations as well as tolling monitoring telecommunications and power supply and lighting systems the second component improves roads improving allweather access to villages and towns through allweather roads and provision of nonmotorized transport the third component strengthens the capacity of communications departments to plan construct operate and maintain the proposed highways through training and the provision of critical and technically appropriate equipment the fourth component funds a highway safety program which increases cooperation between the traffic police and the communication departments analyses traffic accidents launches a pilot program to treat accident black spots develops traffic safety manuals and safety audit procedures and provides equipment technical assistance and training tri provincial highway project tri provincial highway project,0,None
aiprd smallholder agribusiness sadi aiprd australia indonesia partnership for reconstruction and development smallholder agribusiness sadi aiprd smallholder agribusiness sadi,0,None
disposal of obsolete pesticides including pops promotion of alternatives and strengthening pesticides management in the caribbean disposal of obsolete pesticides including pops promotion of alternatives and strengthening pesticides management in the caribbean,0,None
the purpose of the proposed project is to upgrade the maintenance and reliability of the fleet of existing diesel and electric locomotives in the ir network to continue a program of modernization of irs electric locomotives and to improve the technology design and operation of irs bulk freight movements the project consists of a the construction and equipping of a maintenance facility for remanufacturing diesel electric locomotives and locomotive components and assemblies and the import of wheels axles and components for expanding the unit exchange system in the major maintenance workshops and running repair facilities b the import of prototype ac electric locomotives for testing preparatory to choosing the new generation of mainline locomotives and establishing a manufacturing facility in collaboration with the selected supplier c the acquisition of components for the construction of highcapacity wagons and d the provision of technical assistance and training for ir staff railway modernization and maintenance project railway modernization and maintenance project,0,None
the australiapacific technical college aptc was established in july following the prime ministers announcement at the pacific islands forum the aptc is a unique development program delivering internationally recognised technical and vocational programs in targeted industry sectors in the pacific region the aptc delivers australian certificate iii iv and diploma level training in the following industry sectors automotive manufacturing construction and electrical tourism and hospitality and health and community services aptcs objectives are to support skill development in the pacific in response to national regional and international labour market requirementsprovide qualifications that will present opportunities for pacific islanders to access international labour markets andincrease productivity of individuals and organisations in the targeted industries and sectors the total value of this multicountry initiative is million over years starting australiapacific technical college stage australiapacific technical college stage,0,None
